"filename", "language", "JSON with Comments", "TypeScript", "JavaScript", "JSON", "CSS", "TypeScript JSX", "XML", "HTML", "comment", "blank", "total"
"c:\omnora OS\frontend\src\pages\OmnoraFAQ.css", "CSS", 0, 0, 0, 0, 192, 0, 0, 0, 0, 35, 227
"c:\omnora OS\frontend\src\pages\OmnoraFAQ.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 123, 0, 0, 5, 18, 146
"c:\omnora OS\frontend\src\pages\OmnoraFinal.css", "CSS", 0, 0, 0, 0, 800, 0, 0, 0, 0, 112, 912
"c:\omnora OS\frontend\src\pages\OrderConfirmation.css", "CSS", 0, 0, 0, 0, 210, 0, 0, 0, 0, 33, 243
"c:\omnora OS\frontend\src\pages\OrderConfirmation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 149, 0, 0, 12, 19, 180
"c:\omnora OS\frontend\src\pages\OrderDetail.css", "CSS", 0, 0, 0, 0, 213, 0, 0, 0, 0, 34, 247
"c:\omnora OS\frontend\src\pages\OrderDetail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 230, 0, 0, 11, 23, 264
"c:\omnora OS\frontend\src\pages\PaymentSuccess.css", "CSS", 0, 0, 0, 0, 126, 0, 0, 0, 0, 20, 146
"c:\omnora OS\frontend\src\pages\PaymentSuccess.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 50, 0, 0, 2, 9, 61
"c:\omnora OS\frontend\src\pages\Privacy.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 5, 46
"c:\omnora OS\frontend\src\pages\Product.css", "CSS", 0, 0, 0, 0, 241, 0, 0, 0, 0, 37, 278
"c:\omnora OS\frontend\src\pages\Product.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 223, 0, 0, 9, 31, 263
"c:\omnora OS\frontend\src\pages\Profile.css", "CSS", 0, 0, 0, 0, 226, 0, 0, 0, 0, 35, 261
"c:\omnora OS\frontend\src\pages\Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 269, 0, 0, 8, 21, 298
"c:\omnora OS\frontend\src\pages\Register.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 1, 4, 14
"c:\omnora OS\frontend\src\pages\RoleSelector.css", "CSS", 0, 0, 0, 0, 43, 0, 0, 0, 0, 5, 48
"c:\omnora OS\frontend\src\pages\Search.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 175, 0, 0, 11, 16, 202
"c:\omnora OS\frontend\src\pages\SellerDashboard.css", "CSS", 0, 0, 0, 0, 370, 0, 0, 0, 0, 60, 430
"c:\omnora OS\frontend\src\pages\SellerDashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 305, 0, 0, 7, 23, 335
"c:\omnora OS\frontend\src\pages\SizeGuide.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 5, 83
"c:\omnora OS\frontend\src\pages\StorefrontTestPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 1, 6, 67
"c:\omnora OS\frontend\src\pages\Terms.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 45, 0, 0, 0, 6, 51
"c:\omnora OS\frontend\src\pages\Wishlist.css", "CSS", 0, 0, 0, 0, 126, 0, 0, 0, 0, 20, 146
"c:\omnora OS\frontend\src\pages\Wishlist.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 150, 0, 0, 2, 16, 168
"c:\omnora OS\frontend\src\pages\admin\Billing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 137, 0, 0, 0, 14, 151
"c:\omnora OS\frontend\src\pages\admin\VariantManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 117, 0, 0, 2, 11, 130
"c:\omnora OS\frontend\src\pages\builder\BuilderHelpPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 311, 0, 0, 5, 18, 334
"c:\omnora OS\frontend\src\pages\index.css", "CSS", 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"c:\omnora OS\frontend\src\pages\marketing\LandingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 108, 0, 0, 5, 12, 125
"c:\omnora OS\frontend\src\pages\seller\SellerProfile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 323, 0, 0, 14, 35, 372
"c:\omnora OS\frontend\src\pages\super-admin\Payments.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 8, 86
"c:\omnora OS\frontend\src\pages\super-admin\SuperAdminPaymentController.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 4, 11, 61
"c:\omnora OS\frontend\src\platform\ai\DataCruncher.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 10, 14, 108
"c:\omnora OS\frontend\src\platform\client\AssetContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 116, 0, 0, 1, 10, 127
"c:\omnora OS\frontend\src\platform\client\ComponentWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 111, 0, 0, 2, 12, 125
"c:\omnora OS\frontend\src\platform\client\OmnoraContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 67, 0, 0, 1, 10, 78
"c:\omnora OS\frontend\src\platform\client\OmnoraRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 165, 0, 0, 12, 27, 204
"c:\omnora OS\frontend\src\platform\client\bootstrap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 247, 0, 0, 9, 25, 281
"c:\omnora OS\frontend\src\platform\components\OmnoraBlocks.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 626, 0, 0, 13, 88, 727
"c:\omnora OS\frontend\src\platform\core\AnalyticsClient.ts", "TypeScript", 0, 93, 0, 0, 0, 0, 0, 0, 6, 20, 119
"c:\omnora OS\frontend\src\platform\core\CartStore.ts", "TypeScript", 0, 229, 0, 0, 0, 0, 0, 0, 12, 41, 282
"c:\omnora OS\frontend\src\platform\core\DataLink.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\omnora OS\frontend\src\platform\core\DatabaseClient.ts", "TypeScript", 0, 413, 0, 0, 0, 0, 0, 0, 18, 61, 492
"c:\omnora OS\frontend\src\platform\core\DatabaseTypes.ts", "TypeScript", 0, 179, 0, 0, 0, 0, 0, 0, 17, 27, 223
"c:\omnora OS\frontend\src\platform\core\Dispatcher.ts", "TypeScript", 0, 130, 0, 0, 0, 0, 0, 0, 3, 29, 162
"c:\omnora OS\frontend\src\platform\core\DomainRouter.ts", "TypeScript", 0, 115, 0, 0, 0, 0, 0, 0, 8, 16, 139
"c:\omnora OS\frontend\src\platform\core\Logger.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\omnora OS\frontend\src\platform\core\NodeStore.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 1, 16, 86
"c:\omnora OS\frontend\src\platform\core\OrderStore.ts", "TypeScript", 0, 152, 0, 0, 0, 0, 0, 0, 7, 38, 197
"c:\omnora OS\frontend\src\platform\core\Registry.ts", "TypeScript", 0, 161, 0, 0, 0, 0, 0, 0, 6, 15, 182
"c:\omnora OS\frontend\src\platform\core\StorageClient.ts", "TypeScript", 0, 91, 0, 0, 0, 0, 0, 0, 5, 27, 123
"c:\omnora OS\frontend\src\platform\core\SupabaseDatabaseClient.ts", "TypeScript", 0, 718, 0, 0, 0, 0, 0, 0, 18, 111, 847
"c:\omnora OS\frontend\src\platform\core\SupabaseStorageClient.ts", "TypeScript", 0, 82, 0, 0, 0, 0, 0, 0, 4, 19, 105
"c:\omnora OS\frontend\src\platform\core\SymbolManager.ts", "TypeScript", 0, 127, 0, 0, 0, 0, 0, 0, 9, 25, 161
"c:\omnora OS\frontend\src\platform\core\TemplateResolver.ts", "TypeScript", 0, 162, 0, 0, 0, 0, 0, 0, 3, 24, 189
"c:\omnora OS\frontend\src\platform\core\normalize.ts", "TypeScript", 0, 101, 0, 0, 0, 0, 0, 0, 4, 13, 118
"c:\omnora OS\frontend\src\platform\core\types.ts", "TypeScript", 0, 99, 0, 0, 0, 0, 0, 0, 6, 12, 117
"c:\omnora OS\frontend\src\platform\forge\ForgeController.ts", "TypeScript", 0, 196, 0, 0, 0, 0, 0, 0, 10, 40, 246
"c:\omnora OS\frontend\src\platform\jobs\JobMonitor.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 7, 36
"c:\omnora OS\frontend\src\platform\library\Blocks.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 140, 0, 0, 1, 12, 153
"c:\omnora OS\frontend\src\platform\library\EditableComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 659, 0, 0, 15, 88, 762
"c:\omnora OS\frontend\src\platform\library\modules\DiscoveryEngine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 171, 0, 0, 6, 21, 198
"c:\omnora OS\frontend\src\platform\library\modules\ElementControlLayer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1330, 0, 0, 24, 127, 1481
"c:\omnora OS\frontend\src\platform\library\modules\FeatureGridv5.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 179, 0, 0, 10, 13, 202
"c:\omnora OS\frontend\src\platform\library\modules\FeatureModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 3, 11, 117
"c:\omnora OS\frontend\src\platform\library\modules\HeaderModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 116, 0, 0, 3, 9, 128
"c:\omnora OS\frontend\src\platform\library\modules\HeroModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 171, 0, 0, 10, 24, 205
"c:\omnora OS\frontend\src\platform\library\modules\IntelligenceModules.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 135, 0, 0, 3, 18, 156
"c:\omnora OS\frontend\src\platform\library\modules\ProductModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 169, 0, 0, 9, 25, 203
"c:\omnora OS\frontend\src\platform\library\modules\PromoModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 107, 0, 0, 3, 11, 121
"c:\omnora OS\frontend\src\platform\library\modules\ReviewModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 2, 10, 106
"c:\omnora OS\frontend\src\platform\library\modules\SelectionEngine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 201, 0, 0, 5, 24, 230
"c:\omnora OS\frontend\src\platform\library\modules\SocialProofModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 66, 0, 0, 0, 10, 76
"c:\omnora OS\frontend\src\platform\library\modules\StockScarcityModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 6, 47
"c:\omnora OS\frontend\src\platform\library\modules\TransactionModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 139, 0, 0, 4, 10, 153
"c:\omnora OS\frontend\src\platform\library\modules\TransactionPipeline.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 122, 0, 0, 0, 15, 137
"c:\omnora OS\frontend\src\platform\library\modules\TrustEngine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 10, 63
"c:\omnora OS\frontend\src\platform\library\modules\TrustModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 162, 0, 0, 8, 21, 191
"c:\omnora OS\frontend\src\platform\library\modules\UrgencyTimerModule.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 109, 0, 0, 6, 21, 136
"c:\omnora OS\frontend\src\platform\navigation\LinkResolver.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 80, 0, 0, 2, 10, 92
"c:\omnora OS\frontend\src\platform\publish\CleanRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 172, 0, 0, 8, 31, 211
"c:\omnora OS\frontend\src\platform\publish\Publisher.ts", "TypeScript", 0, 157, 0, 0, 0, 0, 0, 0, 7, 33, 197
"c:\omnora OS\frontend\src\platform\publish\RobustRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 148, 0, 0, 5, 29, 182
"c:\omnora OS\frontend\src\platform\publish\StorefrontApp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 122, 0, 0, 4, 19, 145
"c:\omnora OS\frontend\src\routes.ts", "TypeScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\omnora OS\frontend\src\services\AbandonedCartService.ts", "TypeScript", 0, 105, 0, 0, 0, 0, 0, 0, 0, 9, 114
"c:\omnora OS\frontend\src\services\CheckoutService.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 1, 7, 58
"c:\omnora OS\frontend\src\services\StorefrontCacheService.ts", "TypeScript", 0, 111, 0, 0, 0, 0, 0, 0, 0, 15, 126
"c:\omnora OS\frontend\src\store\cartStore.ts", "TypeScript", 0, 108, 0, 0, 0, 0, 0, 0, 4, 19, 131
"c:\omnora OS\frontend\src\stores\SyncManager.ts", "TypeScript", 0, 73, 0, 0, 0, 0, 0, 0, 4, 16, 93
"c:\omnora OS\frontend\src\stores\useBuilderStore.ts", "TypeScript", 0, 391, 0, 0, 0, 0, 0, 0, 14, 64, 469
"c:\omnora OS\frontend\src\stores\useGlobalThemeStore.ts", "TypeScript", 0, 246, 0, 0, 0, 0, 0, 0, 13, 45, 304
"c:\omnora OS\frontend\src\stores\useProductDraftStore.ts", "TypeScript", 0, 138, 0, 0, 0, 0, 0, 0, 4, 22, 164
"c:\omnora OS\frontend\src\stores\useSettingsStore.ts", "TypeScript", 0, 100, 0, 0, 0, 0, 0, 0, 2, 16, 118
"c:\omnora OS\frontend\src\styles\Animations.css", "CSS", 0, 0, 0, 0, 140, 0, 0, 0, 0, 31, 171
"c:\omnora OS\frontend\src\styles\collection.css", "CSS", 0, 0, 0, 0, 165, 0, 0, 0, 0, 28, 193
"c:\omnora OS\frontend\src\styles\product.css", "CSS", 0, 0, 0, 0, 209, 0, 0, 0, 0, 33, 242
"c:\omnora OS\frontend\src\styles\theme.css", "CSS", 0, 0, 0, 0, 236, 0, 0, 0, 0, 41, 277
"c:\omnora OS\frontend\src\types\database.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 1, 7, 88
"c:\omnora OS\frontend\src\utils\CouponValidator.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 2, 12, 83
"c:\omnora OS\frontend\src\utils\ImageResizer.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 9, 8, 52
"c:\omnora OS\frontend\src\utils\InvoiceGenerator.ts", "TypeScript", 0, 69, 0, 0, 0, 0, 0, 0, 8, 18, 95
"c:\omnora OS\frontend\src\utils\JsonLdGenerator.ts", "TypeScript", 0, 91, 0, 0, 0, 0, 0, 0, 3, 9, 103
"c:\omnora OS\frontend\src\utils\MediaProcessor.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 2, 9, 65
"c:\omnora OS\frontend\src\utils\OgImageGenerator.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 2, 6, 39
"c:\omnora OS\frontend\src\utils\OrderMessageUtility.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 7, 57
"c:\omnora OS\frontend\src\utils\PixelManager.ts", "TypeScript", 0, 148, 0, 0, 0, 0, 0, 0, 5, 21, 174
"c:\omnora OS\frontend\src\utils\PriceLogic.ts", "TypeScript", 0, 21, 0, 0, 0, 0, 0, 0, 2, 7, 30
"c:\omnora OS\frontend\src\utils\SEOManager.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 0, 7, 10, 62
"c:\omnora OS\frontend\src\utils\ThemeVariableGenerator.ts", "TypeScript", 0, 51, 0, 0, 0, 0, 0, 0, 1, 10, 62
"c:\omnora OS\frontend\src\utils\VariantMatrixEngine.ts", "TypeScript", 0, 52, 0, 0, 0, 0, 0, 0, 2, 9, 63
"c:\omnora OS\frontend\src\utils\builderUtils.ts", "TypeScript", 0, 146, 0, 0, 0, 0, 0, 0, 1, 25, 172
"c:\omnora OS\frontend\src\utils\dns-check.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 2, 7, 57
"c:\omnora OS\frontend\src\utils\imageAnalysis.ts", "TypeScript", 0, 63, 0, 0, 0, 0, 0, 0, 7, 9, 79
"c:\omnora OS\frontend\src\utils\nodeCloner.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 3, 10, 62
"c:\omnora OS\frontend\src\utils\productTransformer.ts", "TypeScript", 0, 83, 0, 0, 0, 0, 0, 0, 7, 8, 98
"c:\omnora OS\frontend\src\utils\slugify.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\omnora OS\frontend\src\utils\stressTest.ts", "TypeScript", 0, 46, 0, 0, 0, 0, 0, 0, 4, 11, 61
"c:\omnora OS\frontend\src\utils\whatsappOrderService.ts", "TypeScript", 0, 129, 0, 0, 0, 0, 0, 0, 6, 25, 160
"c:\omnora OS\frontend\src\vite-env.d.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 1, 7, 32
"c:\omnora OS\frontend\tailwind.config.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
"c:\omnora OS\frontend\tmp\inspect_merchants.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 1, 7, 35
"c:\omnora OS\frontend\tsconfig.json", "JSON with Comments", 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\omnora OS\frontend\vercel.json", "JSON", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8
"c:\omnora OS\frontend\vite.config.ts", "TypeScript", 0, 189, 0, 0, 0, 0, 0, 0, 3, 2, 194
"Total", "-", 56, 10715, 72, 13603, 12458, 44096, 28, 90, 1941, 8618, 91677
