"filename", "language", "JSON with Comments", "TypeScript", "TypeScript JSX", "JSON", "MS SQL", "JavaScript", "Markdown", "XML", "PowerShell", "CSS", "HTML", "comment", "blank", "total"
"c:\omnora OS\frontend\src\components\dashboard\MerchantStats.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\omnora OS\frontend\src\components\dashboard\OrderListTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0
"c:\omnora OS\frontend\src\components\dashboard\PaymentMethodBuilder.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 6
"c:\omnora OS\frontend\src\components\fomo\FomoCounter.tsx", "TypeScript JSX", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\omnora OS\frontend\src\components\home\tech.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0
"c:\omnora OS\frontend\src\components\merchant\RecoveryList.tsx", "TypeScript JSX", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4
"c:\omnora OS\frontend\src\components\onboarding\StoreSetupWizard.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\omnora OS\frontend\src\components\pwa\PwaInstallPrompt.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0
"c:\omnora OS\frontend\src\components\seller\AiContentPanel.tsx", "TypeScript JSX", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\omnora OS\frontend\src\components\seller\AiInsights.tsx", "TypeScript JSX", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 11
"c:\omnora OS\frontend\src\components\seller\CategoryPicker.tsx", "TypeScript JSX", 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 2, -1, -1
"c:\omnora OS\frontend\src\components\seller\InstallButton.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\omnora OS\frontend\src\components\seller\MerchantStats.tsx", "TypeScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, -7, -1, 3
"c:\omnora OS\frontend\src\components\seller\PaymentSettingsPanel.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\omnora OS\frontend\src\components\seller\PaymentVerificationQueue.tsx", "TypeScript JSX", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 7
"c:\omnora OS\frontend\src\components\seller\SellerAnalytics.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\omnora OS\frontend\src\components\seller\SellerAnalyticsDashboard.tsx", "TypeScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7
"c:\omnora OS\frontend\src\components\seller\SellerInventory.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 1
"c:\omnora OS\frontend\src\components\seller\StoreGenerator.tsx", "TypeScript JSX", 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 3, -1, -1
"c:\omnora OS\frontend\src\components\seller\WhatsAppTemplatesPanel.tsx", "TypeScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12
"c:\omnora OS\frontend\src\components\storefront\CartDrawer.tsx", "TypeScript JSX", 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\frontend\src\components\storefront\OmnoraBanner.tsx", "TypeScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 23
"c:\omnora OS\frontend\src\components\storefront\checkout\CheckoutFlow.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\omnora OS\frontend\src\components\storefront\customer\CustomerProfile.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\omnora OS\frontend\src\components\storefront\search\SearchOverlay.tsx", "TypeScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\omnora OS\frontend\src\components\superadmin\MerchantLedger.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\omnora OS\frontend\src\components\ui\FloatingParticles.tsx", "TypeScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 24
"c:\omnora OS\frontend\src\components\ui\RadixSelect.tsx", "TypeScript JSX", 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\frontend\src\components\useMinimumLoadingTime.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 1, -2
"c:\omnora OS\frontend\src\context\AuthContext.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, -13, 0, 1
"c:\omnora OS\frontend\src\context\BuilderContext.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, -3, 1, 7
"c:\omnora OS\frontend\src\context\MediaStoreContext.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\omnora OS\frontend\src\context\OmnoraContext.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\omnora OS\frontend\src\context\StorefrontContext.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\omnora OS\frontend\src\hooks\BindResolver.ts", "TypeScript", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2
"c:\omnora OS\frontend\src\hooks\useImageLoader.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\omnora OS\frontend\src\hooks\useMinimumLoadingTime.ts", "TypeScript", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -3
"c:\omnora OS\frontend\src\hooks\useNodeSelector.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\omnora OS\frontend\src\hooks\useStoreHydration.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\omnora OS\frontend\src\lib\CommandExecutor.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\omnora OS\frontend\src\lib\LocalAIEngine.ts", "TypeScript", 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -3, -8
"c:\omnora OS\frontend\src\lib\kernel\Kernel.ts", "TypeScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2
"c:\omnora OS\frontend\src\lib\kernel\utils\MigrationScript.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\omnora OS\frontend\src\lib\supabaseClient.ts", "TypeScript", 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4
"c:\omnora OS\frontend\src\pages\About.tsx", "TypeScript JSX", 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\frontend\src\pages\AdminApprove.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\omnora OS\frontend\src\pages\AdminOrders.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\omnora OS\frontend\src\pages\AdminProducts.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\omnora OS\frontend\src\pages\AdminUsers.tsx", "TypeScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\omnora OS\frontend\src\pages\Cart.tsx", "TypeScript JSX", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, -6, -2
"c:\omnora OS\frontend\src\pages\Collection.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6
"c:\omnora OS\frontend\src\pages\HomeWithAds.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1
"c:\omnora OS\frontend\src\pages\Login.tsx", "TypeScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\omnora OS\frontend\src\pages\OmnoraContact.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\omnora OS\frontend\src\pages\OrderConfirmation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1
"c:\omnora OS\frontend\src\pages\OrderDetail.tsx", "TypeScript JSX", 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\frontend\src\pages\PaymentSuccess.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1
"c:\omnora OS\frontend\src\pages\Product.tsx", "TypeScript JSX", 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -7
"c:\omnora OS\frontend\src\pages\Profile.tsx", "TypeScript JSX", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4
"c:\omnora OS\frontend\src\pages\SellerDashboard.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 42
"c:\omnora OS\frontend\src\pages\Wishlist.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, -4, -1, 4
"c:\omnora OS\frontend\src\platform\client\OmnoraContext.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\omnora OS\frontend\src\platform\client\bootstrap.tsx", "TypeScript JSX", 0, 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, -11
"c:\omnora OS\frontend\src\platform\components\OmnoraBlocks.tsx", "TypeScript JSX", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 94
"c:\omnora OS\frontend\src\platform\core\AnalyticsClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -2, -4
"c:\omnora OS\frontend\src\platform\core\CartStore.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\omnora OS\frontend\src\platform\core\DataLink.ts", "TypeScript", 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2
"c:\omnora OS\frontend\src\platform\core\DatabaseClient.ts", "TypeScript", 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -2, -13
"c:\omnora OS\frontend\src\platform\core\DatabaseTypes.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -1, 6
"c:\omnora OS\frontend\src\platform\core\Dispatcher.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\omnora OS\frontend\src\platform\core\Registry.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, -1, 3
"c:\omnora OS\frontend\src\platform\core\SupabaseDatabaseClient.ts", "TypeScript", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -2, -25
"c:\omnora OS\frontend\src\platform\core\SupabaseStorageClient.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\omnora OS\frontend\src\platform\core\SymbolManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\omnora OS\frontend\src\platform\core\normalize.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\omnora OS\frontend\src\platform\core\types.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 41
"c:\omnora OS\frontend\src\platform\forge\ForgeController.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\omnora OS\frontend\src\platform\library\modules\HeroModule.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\omnora OS\frontend\src\platform\library\modules\IntelligenceModules.tsx", "TypeScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 27
"c:\omnora OS\frontend\src\platform\library\modules\ProductModule.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\omnora OS\frontend\src\platform\library\modules\SelectionEngine.tsx", "TypeScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 15
"c:\omnora OS\frontend\src\platform\library\modules\TrustModule.tsx", "TypeScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 17
"c:\omnora OS\frontend\src\platform\publish\CleanRenderer.tsx", "TypeScript JSX", 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24
"c:\omnora OS\frontend\src\platform\publish\Publisher.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\omnora OS\frontend\src\platform\publish\RobustRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\omnora OS\frontend\src\platform\publish\StorefrontApp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2
"c:\omnora OS\frontend\src\stores\SyncManager.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\omnora OS\frontend\src\stores\useBuilderStore.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 3, 18
"c:\omnora OS\gsgbackend\BULLMQ_STATUS.md", "Markdown", 0, 0, 0, 0, 0, 0, -104, 0, 0, 0, 0, 0, -32, -136
"c:\omnora OS\gsgbackend\COLLECTION_PAGE_FIX.md", "Markdown", 0, 0, 0, 0, 0, 0, -99, 0, 0, 0, 0, 0, -22, -121
"c:\omnora OS\gsgbackend\MONGODB_SETUP.md", "Markdown", 0, 0, 0, 0, 0, 0, -112, 0, 0, 0, 0, 0, -53, -165
"c:\omnora OS\gsgbackend\PRODUCTION_READINESS.md", "Markdown", 0, 0, 0, 0, 0, 0, -112, 0, 0, 0, 0, 0, -34, -146
"c:\omnora OS\gsgbackend\README.md", "Markdown", 0, 0, 0, 0, 0, 0, -82, 0, 0, 0, 0, 0, -29, -111
"c:\omnora OS\gsgbackend\SECURITY_FIXES.md", "Markdown", 0, 0, 0, 0, 0, 0, -86, 0, 0, 0, 0, 0, -22, -108
"c:\omnora OS\gsgbackend\bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, -80, 0, 0, 0, 0, 0, -14, -19, -113
"c:\omnora OS\gsgbackend\check_status.js", "JavaScript", 0, 0, 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, -1, -8
"c:\omnora OS\gsgbackend\config\env.js", "JavaScript", 0, 0, 0, 0, 0, -121, 0, 0, 0, 0, 0, -6, -18, -145
"c:\omnora OS\gsgbackend\config\supabaseAdmin.js", "JavaScript", 0, 0, 0, 0, 0, -16, 0, 0, 0, 0, 0, 0, -5, -21
"c:\omnora OS\gsgbackend\config\supabaseClient.js", "JavaScript", 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, -2, -7, -27
"c:\omnora OS\gsgbackend\controllers\adminController.js", "JavaScript", 0, 0, 0, 0, 0, -194, 0, 0, 0, 0, 0, -4, -30, -228
"c:\omnora OS\gsgbackend\controllers\aiController.js", "JavaScript", 0, 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, -3, -11, -72
"c:\omnora OS\gsgbackend\controllers\analyticsController.js", "JavaScript", 0, 0, 0, 0, 0, -82, 0, 0, 0, 0, 0, -4, -12, -98
"c:\omnora OS\gsgbackend\controllers\authController.js", "JavaScript", 0, 0, 0, 0, 0, -184, 0, 0, 0, 0, 0, -26, -36, -246
"c:\omnora OS\gsgbackend\controllers\cartController.js", "JavaScript", 0, 0, 0, 0, 0, -217, 0, 0, 0, 0, 0, 0, -32, -249
"c:\omnora OS\gsgbackend\controllers\contactController.js", "JavaScript", 0, 0, 0, 0, 0, -64, 0, 0, 0, 0, 0, -3, -14, -81
"c:\omnora OS\gsgbackend\controllers\domainController.js", "JavaScript", 0, 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, -3, -9, -74
"c:\omnora OS\gsgbackend\controllers\inventoryController.js", "JavaScript", 0, 0, 0, 0, 0, -354, 0, 0, 0, 0, 0, -4, -48, -406
"c:\omnora OS\gsgbackend\controllers\mediaController.js", "JavaScript", 0, 0, 0, 0, 0, -72, 0, 0, 0, 0, 0, -2, -13, -87
"c:\omnora OS\gsgbackend\controllers\newsletterController.js", "JavaScript", 0, 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, -3, -12, -74
"c:\omnora OS\gsgbackend\controllers\orderController.js", "JavaScript", 0, 0, 0, 0, 0, -616, 0, 0, 0, 0, 0, -43, -96, -755
"c:\omnora OS\gsgbackend\controllers\paymentController.js", "JavaScript", 0, 0, 0, 0, 0, -96, 0, 0, 0, 0, 0, -2, -10, -108
"c:\omnora OS\gsgbackend\controllers\phase1Controller.js", "JavaScript", 0, 0, 0, 0, 0, -467, 0, 0, 0, 0, 0, -12, -93, -572
"c:\omnora OS\gsgbackend\controllers\phase2Controller.js", "JavaScript", 0, 0, 0, 0, 0, -687, 0, 0, 0, 0, 0, -36, -131, -854
"c:\omnora OS\gsgbackend\controllers\phase3Controller.js", "JavaScript", 0, 0, 0, 0, 0, -808, 0, 0, 0, 0, 0, -54, -155, -1017
"c:\omnora OS\gsgbackend\controllers\productController.js", "JavaScript", 0, 0, 0, 0, 0, -296, 0, 0, 0, 0, 0, -2, -41, -339
"c:\omnora OS\gsgbackend\controllers\recommendationController.js", "JavaScript", 0, 0, 0, 0, 0, -213, 0, 0, 0, 0, 0, -1, -32, -246
"c:\omnora OS\gsgbackend\controllers\reviewController.js", "JavaScript", 0, 0, 0, 0, 0, -333, 0, 0, 0, 0, 0, -6, -51, -390
"c:\omnora OS\gsgbackend\controllers\searchController.js", "JavaScript", 0, 0, 0, 0, 0, -248, 0, 0, 0, 0, 0, -3, -29, -280
"c:\omnora OS\gsgbackend\controllers\userController.js", "JavaScript", 0, 0, 0, 0, 0, -243, 0, 0, 0, 0, 0, -3, -48, -294
"c:\omnora OS\gsgbackend\controllers\webhookController.js", "JavaScript", 0, 0, 0, 0, 0, -116, 0, 0, 0, 0, 0, -13, -17, -146
"c:\omnora OS\gsgbackend\controllers\wishlistController.js", "JavaScript", 0, 0, 0, 0, 0, -357, 0, 0, 0, 0, 0, -2, -52, -411
"c:\omnora OS\gsgbackend\data\admin_action_logs.json", "JSON", 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\gsgbackend\data\defaultProducts.js", "JavaScript", 0, 0, 0, 0, 0, -87, 0, 0, 0, 0, 0, -2, -3, -92
"c:\omnora OS\gsgbackend\data\event.json", "JSON", 0, 0, 0, -8872, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8872
"c:\omnora OS\gsgbackend\data\orders.json", "JSON", 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\gsgbackend\data\product.json", "JSON", 0, 0, 0, -10686, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10686
"c:\omnora OS\gsgbackend\data\products.json", "JSON", 0, 0, 0, -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80
"c:\omnora OS\gsgbackend\data\sitecontent.json", "JSON", 0, 0, 0, -520, 0, 0, 0, 0, 0, 0, 0, 0, 0, -520
"c:\omnora OS\gsgbackend\data\user.json", "JSON", 0, 0, 0, -257, 0, 0, 0, 0, 0, 0, 0, 0, 0, -257
"c:\omnora OS\gsgbackend\data\users.json", "JSON", 0, 0, 0, -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26
"c:\omnora OS\gsgbackend\docs\API_OPERATIONS.md", "Markdown", 0, 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, -18, -60
"c:\omnora OS\gsgbackend\docs\RUNBOOK_ARCHITECTURE.md", "Markdown", 0, 0, 0, 0, 0, 0, -32, 0, 0, 0, 0, 0, -19, -51
"c:\omnora OS\gsgbackend\ecosystem.config.js", "JavaScript", 0, 0, 0, 0, 0, -53, 0, 0, 0, 0, 0, 0, -2, -55
"c:\omnora OS\gsgbackend\email-templates\order-cancelled.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, 0, -11, -71
"c:\omnora OS\gsgbackend\email-templates\order-delivered.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, 0, -10, -70
"c:\omnora OS\gsgbackend\email-templates\order-placed.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -71, 0, -12, -83
"c:\omnora OS\gsgbackend\email-templates\order-shipped.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, 0, -12, -81
"c:\omnora OS\gsgbackend\email-templates\payment-approved.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, 0, -12, -81
"c:\omnora OS\gsgbackend\jobs\cleanupInitiatedOrders.js", "JavaScript", 0, 0, 0, 0, 0, -96, 0, 0, 0, 0, 0, -6, -19, -121
"c:\omnora OS\gsgbackend\middleware\auth.js", "JavaScript", 0, 0, 0, 0, 0, -79, 0, 0, 0, 0, 0, -3, -13, -95
"c:\omnora OS\gsgbackend\middleware\authEnhanced.js", "JavaScript", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, -2
"c:\omnora OS\gsgbackend\middleware\authMiddleware.js", "JavaScript", 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1
"c:\omnora OS\gsgbackend\middleware\gatekeeper.js", "JavaScript", 0, 0, 0, 0, 0, -99, 0, 0, 0, 0, 0, -12, -21, -132
"c:\omnora OS\gsgbackend\middleware\rateLimiter.js", "JavaScript", 0, 0, 0, 0, 0, -28, 0, 0, 0, 0, 0, 0, -7, -35
"c:\omnora OS\gsgbackend\middleware\tenantContext.js", "JavaScript", 0, 0, 0, 0, 0, -54, 0, 0, 0, 0, 0, -8, -11, -73
"c:\omnora OS\gsgbackend\middleware\validate.js", "JavaScript", 0, 0, 0, 0, 0, -15, 0, 0, 0, 0, 0, 0, -4, -19
"c:\omnora OS\gsgbackend\package-lock.json", "JSON", 0, 0, 0, -9501, 0, 0, 0, 0, 0, 0, 0, 0, -1, -9502
"c:\omnora OS\gsgbackend\package-production.json", "JSON", 0, 0, 0, -71, 0, 0, 0, 0, 0, 0, 0, 0, -1, -72
"c:\omnora OS\gsgbackend\package.json", "JSON", 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, -1, -59
"c:\omnora OS\gsgbackend\routes\adminRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -5, -7, -32
"c:\omnora OS\gsgbackend\routes\aiContentRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, -4, -10, -56
"c:\omnora OS\gsgbackend\routes\analyticsRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, 0, -4, -10
"c:\omnora OS\gsgbackend\routes\authRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, -3, -3, -18
"c:\omnora OS\gsgbackend\routes\cartRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -15, 0, 0, 0, 0, 0, -1, -4, -20
"c:\omnora OS\gsgbackend\routes\cmsRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -291, 0, 0, 0, 0, 0, -26, -55, -372
"c:\omnora OS\gsgbackend\routes\contactRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, -2, -3, -14
"c:\omnora OS\gsgbackend\routes\domainRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, -3, -10
"c:\omnora OS\gsgbackend\routes\healthRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -57, 0, 0, 0, 0, 0, -3, -8, -68
"c:\omnora OS\gsgbackend\routes\inventoryRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -3, -6, -29
"c:\omnora OS\gsgbackend\routes\mediaRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -45, 0, 0, 0, 0, 0, -4, -8, -57
"c:\omnora OS\gsgbackend\routes\newsletterRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, -2, -3, -14
"c:\omnora OS\gsgbackend\routes\onboardingRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -65, 0, 0, 0, 0, 0, -10, -11, -86
"c:\omnora OS\gsgbackend\routes\orderRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -90, 0, 0, 0, 0, 0, -17, -21, -128
"c:\omnora OS\gsgbackend\routes\paymentMethodRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -117, 0, 0, 0, 0, 0, -7, -24, -148
"c:\omnora OS\gsgbackend\routes\paymentRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, -5, -7, -25
"c:\omnora OS\gsgbackend\routes\performanceHubRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -97, 0, 0, 0, 0, 0, -11, -19, -127
"c:\omnora OS\gsgbackend\routes\phase1Routes.js", "JavaScript", 0, 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, -33, -23, -124
"c:\omnora OS\gsgbackend\routes\phase2Routes.js", "JavaScript", 0, 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, -28, -14, -104
"c:\omnora OS\gsgbackend\routes\phase3Routes.js", "JavaScript", 0, 0, 0, 0, 0, -84, 0, 0, 0, 0, 0, -46, -20, -150
"c:\omnora OS\gsgbackend\routes\productRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, 0, -4, -25
"c:\omnora OS\gsgbackend\routes\recommendationRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -16, 0, 0, 0, 0, 0, -3, -6, -25
"c:\omnora OS\gsgbackend\routes\reviewRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, -3, -6, -27
"c:\omnora OS\gsgbackend\routes\searchRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -15, 0, 0, 0, 0, 0, -2, -5, -22
