"filename", "language", "JSON with Comments", "TypeScript", "TypeScript JSX", "JSON", "MS SQL", "JavaScript", "Markdown", "XML", "PowerShell", "CSS", "HTML", "comment", "blank", "total"
"c:\omnora OS\gsgbackend\routes\sellerAnalyticsRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, -4, -7, -55
"c:\omnora OS\gsgbackend\routes\sellerRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -89, 0, 0, 0, 0, 0, -1, -13, -103
"c:\omnora OS\gsgbackend\routes\userRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, -1, -4, -26
"c:\omnora OS\gsgbackend\routes\webhookRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, 0, -3, -9
"c:\omnora OS\gsgbackend\routes\whatsappTemplateRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -87, 0, 0, 0, 0, 0, -7, -18, -112
"c:\omnora OS\gsgbackend\routes\wishlistRoutes.js", "JavaScript", 0, 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, -3, -6, -28
"c:\omnora OS\gsgbackend\scripts\check-env-leaks.js", "JavaScript", 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, 0, 0, -8, -43
"c:\omnora OS\gsgbackend\scripts\cleanup-port.js", "JavaScript", 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, -5, -5, -54
"c:\omnora OS\gsgbackend\scripts\createAdmin.js", "JavaScript", 0, 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, -6, -12, -77
"c:\omnora OS\gsgbackend\scripts\precheck.js", "JavaScript", 0, 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, -10, -69
"c:\omnora OS\gsgbackend\scripts\seed-products-remote.js", "JavaScript", 0, 0, 0, 0, 0, -46, 0, 0, 0, 0, 0, -4, -11, -61
"c:\omnora OS\gsgbackend\scripts\seed-remote.js", "JavaScript", 0, 0, 0, 0, 0, -52, 0, 0, 0, 0, 0, -3, -10, -65
"c:\omnora OS\gsgbackend\scripts\seedProducts.js", "JavaScript", 0, 0, 0, 0, 0, -147, 0, 0, 0, 0, 0, -9, -13, -169
"c:\omnora OS\gsgbackend\scripts\set-admin.js", "JavaScript", 0, 0, 0, 0, 0, -56, 0, 0, 0, 0, 0, -1, -12, -69
"c:\omnora OS\gsgbackend\scripts\start-dev.js", "JavaScript", 0, 0, 0, 0, 0, -15, 0, 0, 0, 0, 0, -3, -7, -25
"c:\omnora OS\gsgbackend\scripts\test-approval-system.js", "JavaScript", 0, 0, 0, 0, 0, -130, 0, 0, 0, 0, 0, -25, -27, -182
"c:\omnora OS\gsgbackend\scripts\test-whatsapp.js", "JavaScript", 0, 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, 0, -4, -35
"c:\omnora OS\gsgbackend\scripts\verify-system.js", "JavaScript", 0, 0, 0, 0, 0, -105, 0, 0, 0, 0, 0, -13, -23, -141
"c:\omnora OS\gsgbackend\server.js", "JavaScript", 0, 0, 0, 0, 0, -112, 0, 0, 0, 0, 0, -13, -19, -144
"c:\omnora OS\gsgbackend\services\aiContentService.js", "JavaScript", 0, 0, 0, 0, 0, -191, 0, 0, 0, 0, 0, -13, -37, -241
"c:\omnora OS\gsgbackend\services\aiQuotaService.js", "JavaScript", 0, 0, 0, 0, 0, -75, 0, 0, 0, 0, 0, -7, -16, -98
"c:\omnora OS\gsgbackend\services\analyticsService.js", "JavaScript", 0, 0, 0, 0, 0, -131, 0, 0, 0, 0, 0, -11, -35, -177
"c:\omnora OS\gsgbackend\services\cartService.js", "JavaScript", 0, 0, 0, 0, 0, -318, 0, 0, 0, 0, 0, -7, -39, -364
"c:\omnora OS\gsgbackend\services\dbService.js", "JavaScript", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -1, -5, -26
"c:\omnora OS\gsgbackend\services\emailService.js", "JavaScript", 0, 0, 0, 0, 0, -198, 0, 0, 0, 0, 0, -1, -23, -222
"c:\omnora OS\gsgbackend\services\logger.js", "JavaScript", 0, 0, 0, 0, 0, -25, 0, 0, 0, 0, 0, 0, -6, -31
"c:\omnora OS\gsgbackend\services\mailblusterService.js", "JavaScript", 0, 0, 0, 0, 0, -69, 0, 0, 0, 0, 0, 0, -12, -81
"c:\omnora OS\gsgbackend\services\manifestService.js", "JavaScript", 0, 0, 0, 0, 0, -34, 0, 0, 0, 0, 0, -1, -7, -42
"c:\omnora OS\gsgbackend\services\memoryDbService.js", "JavaScript", 0, 0, 0, 0, 0, -45, 0, 0, 0, 0, 0, 0, -10, -55
"c:\omnora OS\gsgbackend\services\onboardingService.js", "JavaScript", 0, 0, 0, 0, 0, -108, 0, 0, 0, 0, 0, -3, -15, -126
"c:\omnora OS\gsgbackend\services\paymentService.js", "JavaScript", 0, 0, 0, 0, 0, -328, 0, 0, 0, 0, 0, -55, -57, -440
"c:\omnora OS\gsgbackend\services\preflightService.js", "JavaScript", 0, 0, 0, 0, 0, -50, 0, 0, 0, 0, 0, -4, -7, -61
"c:\omnora OS\gsgbackend\services\queueService.js", "JavaScript", 0, 0, 0, 0, 0, -169, 0, 0, 0, 0, 0, -9, -23, -201
"c:\omnora OS\gsgbackend\services\recommendationService.js", "JavaScript", 0, 0, 0, 0, 0, -229, 0, 0, 0, 0, 0, -13, -36, -278
"c:\omnora OS\gsgbackend\services\searchService.js", "JavaScript", 0, 0, 0, 0, 0, -254, 0, 0, 0, 0, 0, -21, -47, -322
"c:\omnora OS\gsgbackend\services\shippingService.js", "JavaScript", 0, 0, 0, 0, 0, -89, 0, 0, 0, 0, 0, -10, -24, -123
"c:\omnora OS\gsgbackend\services\shipping\leopardsProvider.js", "JavaScript", 0, 0, 0, 0, 0, -57, 0, 0, 0, 0, 0, -1, -9, -67
"c:\omnora OS\gsgbackend\services\shipping\tcsProvider.js", "JavaScript", 0, 0, 0, 0, 0, -23, 0, 0, 0, 0, 0, -2, -6, -31
"c:\omnora OS\gsgbackend\services\shipping\traxProvider.js", "JavaScript", 0, 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, -9, -67
"c:\omnora OS\gsgbackend\services\stateService.js", "JavaScript", 0, 0, 0, 0, 0, -146, 0, 0, 0, 0, 0, -9, -29, -184
"c:\omnora OS\gsgbackend\services\waRateGuard.js", "JavaScript", 0, 0, 0, 0, 0, -87, 0, 0, 0, 0, 0, -11, -23, -121
"c:\omnora OS\gsgbackend\services\whatsappAutomationService.js", "JavaScript", 0, 0, 0, 0, 0, -153, 0, 0, 0, 0, 0, -13, -28, -194
"c:\omnora OS\gsgbackend\services\whatsappService.js", "JavaScript", 0, 0, 0, 0, 0, -27, 0, 0, 0, 0, 0, -1, -4, -32
"c:\omnora OS\gsgbackend\templates\home\electronics.json", "JSON", 0, 0, 0, -67, 0, 0, 0, 0, 0, 0, 0, 0, 0, -67
"c:\omnora OS\gsgbackend\templates\home\fashion.json", "JSON", 0, 0, 0, -75, 0, 0, 0, 0, 0, 0, 0, 0, 0, -75
"c:\omnora OS\gsgbackend\templates\home\general.json", "JSON", 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, -59
"c:\omnora OS\gsgbackend\test-boundaries.js", "JavaScript", 0, 0, 0, 0, 0, -93, 0, 0, 0, 0, 0, -8, -19, -120
"c:\omnora OS\gsgbackend\test_subscription.js", "JavaScript", 0, 0, 0, 0, 0, -25, 0, 0, 0, 0, 0, 0, -4, -29
"c:\omnora OS\gsgbackend\tests\QA-SECURITY-CHECKLIST.md", "Markdown", 0, 0, 0, 0, 0, 0, -315, 0, 0, 0, 0, 0, -117, -432
"c:\omnora OS\gsgbackend\tests\integration\bootstrap.test.js", "JavaScript", 0, 0, 0, 0, 0, -61, 0, 0, 0, 0, 0, -2, -10, -73
"c:\omnora OS\gsgbackend\tests\integration\payment-security.test.js", "JavaScript", 0, 0, 0, 0, 0, -218, 0, 0, 0, 0, 0, -27, -51, -296
"c:\omnora OS\gsgbackend\tests\security\jwt.test.js", "JavaScript", 0, 0, 0, 0, 0, -88, 0, 0, 0, 0, 0, -3, -24, -115
"c:\omnora OS\gsgbackend\tests\test_approval_flow.js", "JavaScript", 0, 0, 0, 0, 0, -102, 0, 0, 0, 0, 0, -10, -20, -132
"c:\omnora OS\gsgbackend\tests\unit\config.test.js", "JavaScript", 0, 0, 0, 0, 0, -38, 0, 0, 0, 0, 0, 0, -10, -48
"c:\omnora OS\gsgbackend\utils\LocalDB.js", "JavaScript", 0, 0, 0, 0, 0, -230, 0, 0, 0, 0, 0, -17, -46, -293
"c:\omnora OS\gsgbackend\utils\inventoryService.js", "JavaScript", 0, 0, 0, 0, 0, -137, 0, 0, 0, 0, 0, -2, -22, -161
"c:\omnora OS\gsgbackend\utils\modelFactory.js", "JavaScript", 0, 0, 0, 0, 0, -66, 0, 0, 0, 0, 0, -15, -18, -99
"c:\omnora OS\gsgbackend\utils\orderHashService.js", "JavaScript", 0, 0, 0, 0, 0, -40, 0, 0, 0, 0, 0, -3, -8, -51
"c:\omnora OS\gsgbackend\utils\phoneFormatter.js", "JavaScript", 0, 0, 0, 0, 0, -56, 0, 0, 0, 0, 0, -10, -17, -83
"c:\omnora OS\gsgbackend\utils\retryWithBackoff.js", "JavaScript", 0, 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, 0, -10, -72
"c:\omnora OS\gsgbackend\utils\tenantStorage.js", "JavaScript", 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, -3, -6
"c:\omnora OS\gsgbackend\utils\tokenService.js", "JavaScript", 0, 0, 0, 0, 0, -74, 0, 0, 0, 0, 0, -2, -11, -87
"c:\omnora OS\gsgbackend\utils\whatsappService.js", "JavaScript", 0, 0, 0, 0, 0, -142, 0, 0, 0, 0, 0, 0, -28, -170
"c:\omnora OS\gsgbackend\validators\orderValidators.js", "JavaScript", 0, 0, 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, -8, -44
"c:\omnora OS\gsgbackend\validators\productValidators.js", "JavaScript", 0, 0, 0, 0, 0, -28, 0, 0, 0, 0, 0, 0, -8, -36
"c:\omnora OS\gsgbackend\validators\userValidator.js", "JavaScript", 0, 0, 0, 0, 0, -23, 0, 0, 0, 0, 0, 0, -5, -28
"c:\omnora OS\gsgbackend\validators\userValidators.js", "JavaScript", 0, 0, 0, 0, 0, -41, 0, 0, 0, 0, 0, 0, -8, -49
"c:\omnora OS\gsgbackend\verify-mongodb.js", "JavaScript", 0, 0, 0, 0, 0, -95, 0, 0, 0, 0, 0, -4, -23, -122
"c:\omnora OS\gsgbackend\verify-order-fix.js", "JavaScript", 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, -1, -9, -52
"c:\omnora OS\gsgbackend\verify-serverless.js", "JavaScript", 0, 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, -11, -19, -98
"c:\omnora OS\gsgbackend\workers\notificationWorker.js", "JavaScript", 0, 0, 0, 0, 0, -156, 0, 0, 0, 0, 0, -17, -37, -210
"c:\omnora OS\list_all_events.js", "JavaScript", 0, 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, 0, -2, -21
"c:\omnora OS\list_all_imports.js", "JavaScript", 0, 0, 0, 0, 0, -40, 0, 0, 0, 0, 0, 0, -5, -45
"c:\omnora OS\list_errors.js", "JavaScript", 0, 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, 0, -2, -21
"c:\omnora OS\list_merchants.js", "JavaScript", 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, -7, -27
"c:\omnora OS\log-awaits.js", "JavaScript", 0, 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, 0, -7, -38
"c:\omnora OS\package-lock.json", "JSON", 0, 0, 0, -881, 0, 0, 0, 0, 0, 0, 0, 0, -1, -882
"c:\omnora OS\package.json", "JSON", 0, 0, 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, -1, -26
"c:\omnora OS\scan-frontend-await.js", "JavaScript", 0, 0, 0, 0, 0, -29, 0, 0, 0, 0, 0, -2, -7, -38
"c:\omnora OS\scripts\check-environment.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\omnora OS\scripts\start-backend.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\omnora OS\sitemap.xml", "XML", 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, -2, -20
"c:\omnora OS\spawn-esbuild-frontend.js", "JavaScript", 0, 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, -2, -14
"c:\omnora OS\spawn-esbuild.js", "JavaScript", 0, 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, -2, -14
"c:\omnora OS\start-dev.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -8, -12, -62
"c:\omnora OS\storefront-export\components\Footer.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -248, 0, 0, -39, -287
"c:\omnora OS\storefront-export\components\Footer.tsx", "TypeScript JSX", 0, 0, -126, 0, 0, 0, 0, 0, 0, 0, 0, -6, -15, -147
"c:\omnora OS\storefront-export\components\GlobalErrorBoundary.tsx", "TypeScript JSX", 0, 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, -1, -12, -73
"c:\omnora OS\storefront-export\components\Layout.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -379, 0, 0, -58, -437
"c:\omnora OS\storefront-export\components\Layout.tsx", "TypeScript JSX", 0, 0, -257, 0, 0, 0, 0, 0, 0, 0, 0, -12, -31, -300
"c:\omnora OS\storefront-export\components\StripePayment.tsx", "TypeScript JSX", 0, 0, -82, 0, 0, 0, 0, 0, 0, 0, 0, -2, -13, -97
"c:\omnora OS\storefront-export\components\cart\BuyButton.tsx", "TypeScript JSX", 0, 0, -187, 0, 0, 0, 0, 0, 0, 0, 0, -2, -20, -209
"c:\omnora OS\storefront-export\components\cart\CartDrawer.tsx", "TypeScript JSX", 0, 0, -392, 0, 0, 0, 0, 0, 0, 0, 0, -22, -30, -444
"c:\omnora OS\storefront-export\components\cart\CheckoutBlock.tsx", "TypeScript JSX", 0, 0, -417, 0, 0, 0, 0, 0, 0, 0, 0, -16, -42, -475
"c:\omnora OS\storefront-export\components\cart\OrderConfirmationBlock.tsx", "TypeScript JSX", 0, 0, -225, 0, 0, 0, 0, 0, 0, 0, 0, -16, -22, -263
"c:\omnora OS\storefront-export\components\cart\ProductCard.tsx", "TypeScript JSX", 0, 0, -208, 0, 0, 0, 0, 0, 0, 0, 0, -9, -17, -234
"c:\omnora OS\storefront-export\components\cart\ProductGrid.tsx", "TypeScript JSX", 0, 0, -150, 0, 0, 0, 0, 0, 0, 0, 0, -10, -18, -178
"c:\omnora OS\storefront-export\components\cart\ProductOptions.tsx", "TypeScript JSX", 0, 0, -237, 0, 0, 0, 0, 0, 0, 0, 0, -13, -22, -272
"c:\omnora OS\storefront-export\components\cart\SearchBar.tsx", "TypeScript JSX", 0, 0, -204, 0, 0, 0, 0, 0, 0, 0, 0, -6, -16, -226
"c:\omnora OS\storefront-export\components\cart\StoreHeader.tsx", "TypeScript JSX", 0, 0, -203, 0, 0, 0, 0, 0, 0, 0, 0, -10, -18, -231
"c:\omnora OS\storefront-export\components\home\ErrorBoundary.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -124, 0, 0, -17, -141
"c:\omnora OS\storefront-export\components\home\HowItWorks.tsx", "TypeScript JSX", 0, 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -49
"c:\omnora OS\storefront-export\components\home\Newsletter.tsx", "TypeScript JSX", 0, 0, -69, 0, 0, 0, 0, 0, 0, 0, 0, -1, -8, -78
"c:\omnora OS\storefront-export\components\home\TechStack.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -389, 0, 0, -54, -443
"c:\omnora OS\storefront-export\components\home\Testimonials.tsx", "TypeScript JSX", 0, 0, -71, 0, 0, 0, 0, 0, 0, 0, 0, -4, -7, -82
"c:\omnora OS\storefront-export\components\home\TrustSection.tsx", "TypeScript JSX", 0, 0, -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -34
"c:\omnora OS\storefront-export\components\home\WhyUs.tsx", "TypeScript JSX", 0, 0, -28, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -31
"c:\omnora OS\storefront-export\components\home\tech.tsx", "TypeScript JSX", 0, 0, -147, 0, 0, 0, 0, 0, 0, 0, 0, -9, -18, -174
"c:\omnora OS\storefront-export\components\home\testimonials.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -185, 0, 0, -25, -210
"c:\omnora OS\storefront-export\components\storefront\CustomerDashboard.tsx", "TypeScript JSX", 0, 0, -206, 0, 0, 0, 0, 0, 0, 0, 0, -6, -24, -236
"c:\omnora OS\storefront-export\components\storefront\OmnoraBanner.tsx", "TypeScript JSX", 0, 0, -47, 0, 0, 0, 0, 0, 0, 0, 0, -3, -9, -59
"c:\omnora OS\storefront-export\components\storefront\ThankYouPage.tsx", "TypeScript JSX", 0, 0, -199, 0, 0, 0, 0, 0, 0, 0, 0, -2, -23, -224
"c:\omnora OS\storefront-export\context\CustomerAuthContext.tsx", "TypeScript JSX", 0, 0, -125, 0, 0, 0, 0, 0, 0, 0, 0, -6, -26, -157
"c:\omnora OS\storefront-export\context\StorefrontContext.tsx", "TypeScript JSX", 0, 0, -421, 0, 0, 0, 0, 0, 0, 0, 0, -9, -55, -485
"c:\omnora OS\storefront-export\pages\About.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -202, 0, 0, -39, -241
"c:\omnora OS\storefront-export\pages\About.tsx", "TypeScript JSX", 0, 0, -146, 0, 0, 0, 0, 0, 0, 0, 0, -5, -15, -166
"c:\omnora OS\storefront-export\pages\Cart.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -222, 0, 0, -36, -258
"c:\omnora OS\storefront-export\pages\Cart.tsx", "TypeScript JSX", 0, 0, -212, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -239
"c:\omnora OS\storefront-export\pages\Checkout.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -322, 0, 0, -41, -363
"c:\omnora OS\storefront-export\pages\Checkout.tsx", "TypeScript JSX", 0, 0, -493, 0, 0, 0, 0, 0, 0, 0, 0, -3, -45, -541
"c:\omnora OS\storefront-export\pages\Collection.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -554, 0, 0, -91, -645
"c:\omnora OS\storefront-export\pages\Collection.tsx", "TypeScript JSX", 0, 0, -172, 0, 0, 0, 0, 0, 0, 0, 0, -9, -28, -209
"c:\omnora OS\storefront-export\pages\Home.tsx", "TypeScript JSX", 0, 0, -283, 0, 0, 0, 0, 0, 0, 0, 0, -6, -33, -322
"c:\omnora OS\storefront-export\pages\HomeWithAds.tsx", "TypeScript JSX", 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, -4, -6, -22
"c:\omnora OS\storefront-export\pages\OmnoraContact.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -201, 0, 0, -36, -237
"c:\omnora OS\storefront-export\pages\OmnoraContact.tsx", "TypeScript JSX", 0, 0, -190, 0, 0, 0, 0, 0, 0, 0, 0, -5, -22, -217
"c:\omnora OS\storefront-export\pages\OmnoraFAQ.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -192, 0, 0, -35, -227
"c:\omnora OS\storefront-export\pages\OmnoraFAQ.tsx", "TypeScript JSX", 0, 0, -135, 0, 0, 0, 0, 0, 0, 0, 0, -5, -18, -158
"c:\omnora OS\storefront-export\pages\OrderConfirmation.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -210, 0, 0, -33, -243
"c:\omnora OS\storefront-export\pages\OrderConfirmation.tsx", "TypeScript JSX", 0, 0, -167, 0, 0, 0, 0, 0, 0, 0, 0, -6, -22, -195
"c:\omnora OS\storefront-export\pages\Privacy.tsx", "TypeScript JSX", 0, 0, -41, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -46
"c:\omnora OS\storefront-export\pages\Product.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -241, 0, 0, -37, -278
"c:\omnora OS\storefront-export\pages\Product.tsx", "TypeScript JSX", 0, 0, -275, 0, 0, 0, 0, 0, 0, 0, 0, -7, -40, -322
"c:\omnora OS\storefront-export\pages\SizeGuide.tsx", "TypeScript JSX", 0, 0, -78, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -83
"c:\omnora OS\storefront-export\pages\Terms.tsx", "TypeScript JSX", 0, 0, -45, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -51
"c:\omnora OS\storefront-export\pages\Wishlist.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, -126, 0, 0, -20, -146
"c:\omnora OS\storefront-export\pages\Wishlist.tsx", "TypeScript JSX", 0, 0, -159, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -177
"c:\omnora OS\storefront-export\utils\OmnoraLogger.ts", "TypeScript", 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -38
"c:\omnora OS\supabase\functions\ai-advisor\index.ts", "TypeScript", 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -17, -77
"c:\omnora OS\supabase\functions\capi-proxy\index.ts", "TypeScript", 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -12, -57
"c:\omnora OS\supabase\functions\create-checkout-session\index.ts", "TypeScript", 0, -76, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -13, -94
"c:\omnora OS\supabase\functions\fetch-platform-stats\index.ts", "TypeScript", 0, -56, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -15, -77
"c:\omnora OS\supabase\functions\generate-sitemap\index.ts", "TypeScript", 0, -56, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -17, -80
"c:\omnora OS\supabase\functions\image-proxy\index.ts", "TypeScript", 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -7, -34
"c:\omnora OS\supabase\functions\merchant-stripe-webhook\index.ts", "TypeScript", 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -26, -134
"c:\omnora OS\supabase\functions\meta-capi-proxy\index.ts", "TypeScript", 0, -77, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -17, -103
"c:\omnora OS\supabase\functions\og-image\index.ts", "TypeScript", 0, -110, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -8, -123
"c:\omnora OS\supabase\functions\process-abandoned-carts\index.ts", "TypeScript", 0, -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -11, -55
"c:\omnora OS\supabase\functions\process-merchant-checkout\index.ts", "TypeScript", 0, -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -16, -102
"c:\omnora OS\supabase\functions\stripe-webhook\index.ts", "TypeScript", 0, -45, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -15, -69
"c:\omnora OS\supabase\migrations\20260313_pim_schema.sql", "MS SQL", 0, 0, 0, 0, -84, 0, 0, 0, 0, 0, 0, -15, -10, -109
"c:\omnora OS\supabase\migrations\20260328_final_hardening.sql", "MS SQL", 0, 0, 0, 0, -84, 0, 0, 0, 0, 0, 0, -10, -12, -106
"c:\omnora OS\supabase\migrations\20260328_inventory_recovery.sql", "MS SQL", 0, 0, 0, 0, -16, 0, 0, 0, 0, 0, 0, -5, -3, -24
"c:\omnora OS\supabase\migrations\20260328_marketing_analytics.sql", "MS SQL", 0, 0, 0, 0, -117, 0, 0, 0, 0, 0, 0, -8, -10, -135
"c:\omnora OS\supabase\migrations\20260328_shopify_parity.sql", "MS SQL", 0, 0, 0, 0, -162, 0, 0, 0, 0, 0, 0, -9, -11, -182
"c:\omnora OS\supabase\migrations\20260329_auth_hardening.sql", "MS SQL", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -6, -5, -15
"c:\omnora OS\supabase\migrations\20260330_customer_schema.sql", "MS SQL", 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, 0, -6, -6, -36
"c:\omnora OS\supabase\migrations\20260331_auth_rls_fix.sql", "MS SQL", 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, 0, -5, -7, -43
"c:\omnora OS\supabase\migrations\20260331_industrial_kernel_patch.sql", "MS SQL", 0, 0, 0, 0, -83, 0, 0, 0, 0, 0, 0, -7, -13, -103
"c:\omnora OS\supabase\migrations\20260401_industrial_telemetry.sql", "MS SQL", 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, -16, -8, -63
"c:\omnora OS\supabase_migrations.sql", "MS SQL", 0, 0, 0, 0, -149, 0, 0, 0, 0, 0, 0, -26, -31, -206
"c:\omnora OS\supabase_migrations_billing.sql", "MS SQL", 0, 0, 0, 0, -16, 0, 0, 0, 0, 0, 0, -1, -3, -20
"c:\omnora OS\supabase_migrations_capi.sql", "MS SQL", 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, -1, -2, -13
"c:\omnora OS\supabase_migrations_variants.sql", "MS SQL", 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, -1, -2, -5
"c:\omnora OS\syntax-audit.js", "JavaScript", 0, 0, 0, 0, 0, -28, 0, 0, 0, 0, 0, -1, -5, -34
"c:\omnora OS\test-parser.js", "JavaScript", 0, 0, 0, 0, 0, -34, 0, 0, 0, 0, 0, -2, -6, -42
"c:\omnora OS\test_api.js", "JavaScript", 0, 0, 0, 0, 0, -41, 0, 0, 0, 0, 0, 0, -7, -48
"c:\omnora OS\test_db.js", "JavaScript", 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, 0, -8, -26
"c:\omnora OS\test_login_controller.js", "JavaScript", 0, 0, 0, 0, 0, -29, 0, 0, 0, 0, 0, -1, -7, -37
"c:\omnora OS\test_login_debug.js", "JavaScript", 0, 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, 0, -7, -26
"c:\omnora OS\tmp\verify_fix.js", "JavaScript", 0, 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, -3, -16
"c:\omnora OS\vercel.json", "JSON", 0, 0, 0, -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, -87
"Total", "-", 1, -720, -5841, -62102, -1434, -28013, -2317, -18, -42, -3595, -658, -2442, -7884, -115065
