"filename", "language", "JavaScript", "TypeScript", "TypeScript JSX", "CSS", "JSON", "MS SQL", "Markdown", "HTML", "XML", "comment", "blank", "total"
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\context\CustomerAuthContext.tsx", "TypeScript JSX", 0, 0, 125, 0, 0, 0, 0, 0, 0, 6, 26, 157
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\context\StorefrontContext.tsx", "TypeScript JSX", 0, 0, 421, 0, 0, 0, 0, 0, 0, 9, 55, 485
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\About.css", "CSS", 0, 0, 0, 202, 0, 0, 0, 0, 0, 0, 39, 241
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\About.tsx", "TypeScript JSX", 0, 0, 138, 0, 0, 0, 0, 0, 0, 6, 15, 159
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Cart.css", "CSS", 0, 0, 0, 222, 0, 0, 0, 0, 0, 0, 36, 258
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Cart.tsx", "TypeScript JSX", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 179, 356
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Checkout.css", "CSS", 0, 0, 0, 322, 0, 0, 0, 0, 0, 0, 41, 363
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Checkout.tsx", "TypeScript JSX", 0, 0, 467, 0, 0, 0, 0, 0, 0, 10, 43, 520
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Collection.css", "CSS", 0, 0, 0, 554, 0, 0, 0, 0, 0, 0, 91, 645
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Collection.tsx", "TypeScript JSX", 0, 0, 139, 0, 0, 0, 0, 0, 0, 9, 25, 173
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Home.tsx", "TypeScript JSX", 0, 0, 261, 0, 0, 0, 0, 0, 0, 14, 30, 305
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\HomeWithAds.tsx", "TypeScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 6, 22
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\OmnoraContact.css", "CSS", 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 36, 237
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\OmnoraContact.tsx", "TypeScript JSX", 0, 0, 162, 0, 0, 0, 0, 0, 0, 5, 20, 187
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\OmnoraFAQ.css", "CSS", 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 35, 227
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\OmnoraFAQ.tsx", "TypeScript JSX", 0, 0, 123, 0, 0, 0, 0, 0, 0, 5, 18, 146
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\OrderConfirmation.css", "CSS", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 33, 243
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\OrderConfirmation.tsx", "TypeScript JSX", 0, 0, 149, 0, 0, 0, 0, 0, 0, 13, 19, 181
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Privacy.tsx", "TypeScript JSX", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 5, 46
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Product.css", "CSS", 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 37, 278
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Product.tsx", "TypeScript JSX", 0, 0, 250, 0, 0, 0, 0, 0, 0, 9, 35, 294
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\SizeGuide.tsx", "TypeScript JSX", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 5, 83
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Terms.tsx", "TypeScript JSX", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 6, 51
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Wishlist.css", "CSS", 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 20, 146
"c:\E-Commerce Website (Full) - Copy (3)\storefront-export\pages\Wishlist.tsx", "TypeScript JSX", 0, 0, 141, 0, 0, 0, 0, 0, 0, 6, 17, 164
"c:\E-Commerce Website (Full) - Copy (3)\supabase\functions\create-checkout-session\index.ts", "TypeScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 5, 13, 94
"c:\E-Commerce Website (Full) - Copy (3)\supabase\functions\fetch-platform-stats\index.ts", "TypeScript", 0, 56, 0, 0, 0, 0, 0, 0, 0, 6, 15, 77
"c:\E-Commerce Website (Full) - Copy (3)\supabase\functions\merchant-stripe-webhook\index.ts", "TypeScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 8, 26, 134
"c:\E-Commerce Website (Full) - Copy (3)\supabase\functions\process-merchant-checkout\index.ts", "TypeScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 6, 16, 102
"c:\E-Commerce Website (Full) - Copy (3)\supabase\functions\stripe-webhook\index.ts", "TypeScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 5, 19, 106
"c:\E-Commerce Website (Full) - Copy (3)\test_db.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"Total", "-", 16912, 5342, 22221, 4214, 43203, 420, 984, 329, 28, 2505, 7859, 104017
