"filename", "language", "JSON", "JavaScript", "Markdown", "PowerShell", "XML", "HTML", "JSON with Comments", "TypeScript", "CSS", "TypeScript JSX", "comment", "blank", "total"
"c:\E-Commerce Website (Full) - Copy (3)\frontend\src\styles\product.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 209, 0, 0, 33, 242
"c:\E-Commerce Website (Full) - Copy (3)\frontend\src\styles\theme.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 41, 276
"c:\E-Commerce Website (Full) - Copy (3)\frontend\src\utils\imageAnalysis.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 7, 9, 79
"c:\E-Commerce Website (Full) - Copy (3)\frontend\src\utils\whatsappOrderService.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 6, 25, 161
"c:\E-Commerce Website (Full) - Copy (3)\frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 7, 32
"c:\E-Commerce Website (Full) - Copy (3)\frontend\tailwind.config.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\E-Commerce Website (Full) - Copy (3)\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"c:\E-Commerce Website (Full) - Copy (3)\frontend\vercel.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\E-Commerce Website (Full) - Copy (3)\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 2, 2, 46
"c:\E-Commerce Website (Full) - Copy (3)\list_all_events.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\E-Commerce Website (Full) - Copy (3)\list_errors.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\E-Commerce Website (Full) - Copy (3)\package-lock.json", "JSON", 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 467
"c:\E-Commerce Website (Full) - Copy (3)\package.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\E-Commerce Website (Full) - Copy (3)\scripts\check-environment.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\E-Commerce Website (Full) - Copy (3)\scripts\start-backend.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\E-Commerce Website (Full) - Copy (3)\sitemap.xml", "XML", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\E-Commerce Website (Full) - Copy (3)\start-dev.ps1", "PowerShell", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 8, 12, 62
"c:\E-Commerce Website (Full) - Copy (3)\test_api.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\E-Commerce Website (Full) - Copy (3)\vercel.json", "JSON", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49
"Total", "-", 27136, 17218, 1126, 42, 18, 439, 17, 973, 12731, 17161, 1972, 7909, 86742
